family,anomaly_score
E,-0.21253658699249145
G,0.14676722303444445
G,0.037629801082090686
L,-0.05307300455674124
G,-0.21625175032381394
G,0.008859956709209804
G,0.19347420310232238
E,0.17288699912858901
E,-0.1842192491866862
E,0.20890131945825352
G,0.16744462446368813
E,0.09301812186277164
E,-0.11362606683032339
G,0.19754170914787905
E,-0.1853814827517164
G,0.19347420310232238
G,0.00011857121984859553
E,0.19900792777156795
G,0.19347420310232238
L,0.1151996113964332
L,0.11452378697235333
E,0.19347420310232238
G,0.01387408180511962
G,0.1779335119829264
L,0.1151996113964332
G,0.19347420310232238
L,-0.056775737723882
G,0.1779335119829264
G,0.18182214938817842
E,-0.07293733210227071
G,0.0318050098403273
G,0.20890131945825352
G,0.017903463243223672
G,0.028593351780961562
E,0.19347420310232238
G,0.19347420310232238
E,-0.1982526408369114
G,0.07953451959234775
E,-0.11282665162884054
G,0.20890131945825352
E,0.20002688898105375
E,-0.08476894280237335
G,0.20029827196704186
L,0.19299348931256494
G,0.19347420310232238
E,-0.11282665162884054
E,-0.14462860147699752
E,0.09301812186277164
E,-0.07336492525783789
G,0.1779335119829264
G,0.04849848579790195
E,-0.20945395887751228
L,0.19299348931256494
E,-0.16981135122152735
G,0.18182214938817842
G,0.19347420310232238
G,0.18182214938817842
E,-0.19189941882525552
G,-0.06183806339017839
G,0.19347420310232238
G,0.20890131945825352
G,0.19347420310232238
E,-0.1524793378718331
G,-0.043274631814419595
E,0.09113039013206592
G,0.19347420310232238
G,-0.0029041469951976984
G,0.19347420310232238
E,-0.23731858939121786
E,-0.08476894280237335
E,-0.13866027203086162
G,0.19347420310232238
G,0.20890131945825352
L,-0.007073232747103253
G,0.07993212351111711
L,-0.1599084460864787
E,-0.23094359538578124
L,-0.1549097278545234
G,0.20890131945825352
G,0.20890131945825352
E,-0.11749898557717797
G,0.18262990612257107
G,0.1969261525703423
G,0.017903463243223672
G,0.1779335119829264
E,0.1284593340144129
E,-0.049303880053025995
E,-0.16056368554224365
G,0.18262990612257107
E,-0.16957915373520327
G,0.07993212351111711
G,0.19347420310232238
E,0.1987563688668859
E,-0.0863859349842071
E,-0.10579149958465817
E,0.07062631025400834
G,0.1698098918354824
E,0.0678981123105466
G,0.07494150606080369
E,-0.13946947407316257
G,-0.10159340202287126
G,0.14999078649972714
G,0.19347420310232238
E,0.17288699912858901
E,0.19739000342537416
E,0.19915679490249372
E,-0.1862223976680274
E,0.09113039013206592
E,-0.13564456303105754
E,0.17288699912858901
G,0.20890131945825352
L,0.04356461842012671
G,0.14676722303444445
G,0.19347420310232238
E,-0.03298587376429407
G,0.20890131945825352
L,-0.1549097278545234
E,-0.03298587376429407
G,0.20029827196704186
E,-0.1479603384286059
E,-0.1524793378718331
G,0.1779335119829264
G,0.19347420310232238
E,-0.09839881205128465
L,-0.055164385233572144
E,-0.04644722083493047
L,0.0532580289043435
E,-0.03298587376429407
G,0.20890131945825352
G,0.08516671017169503
L,-0.1549097278545234
E,-0.17866811405018224
G,0.20890131945825352
E,-0.10756316549106659
G,0.007551665795031082
G,0.0318050098403273
E,-0.11416050318598192
E,0.19347420310232238
L,0.0532580289043435
G,0.028593351780961562
L,-0.056400220998679584
G,0.19347420310232238
E,-0.10579149958465817
E,-0.19498863660830168
E,-0.2018965486566694
G,0.14676722303444445
E,-0.11426262446524604
L,0.19918691341927103
G,0.07974475493139233
G,0.03091696832161628
E,0.09113039013206592
E,-0.10708543517509828
E,-0.1524793378718331
G,0.07494150606080369
G,0.19347420310232238
G,0.07494150606080369
G,0.19347420310232238
G,0.20890131945825352
G,0.07953451959234775
E,0.19900792777156795
G,0.19347420310232238
E,-0.24241958668575847
G,0.20890131945825352
E,0.17288699912858901
G,0.20890131945825352
L,-0.06036929783874445
G,0.20890131945825352
G,0.16744462446368813
G,0.19347420310232238
E,-0.07643104268524714
G,0.20890131945825352
E,0.006458074045468276
G,0.19347420310232238
G,0.18182214938817842
L,-0.12078349915793596
G,0.20890131945825352
E,0.11364732182720111
L,0.19299348931256494
E,-0.16844361336486646
G,0.19347420310232238
E,-0.07420529942502563
G,0.20890131945825352
L,0.19299348931256494
G,0.14820675117707544
E,0.19347420310232238
G,0.20890131945825352
E,-0.21696308879357118
E,0.1284593340144129
G,0.19347420310232238
G,-0.0010671409786375818
G,0.19347420310232238
G,0.19347420310232238
G,0.20890131945825352
G,0.19347420310232238
G,0.0775873638676789
G,0.18182214938817842
E,0.1288232645456578
G,0.19347420310232238
G,0.09580913453309842
G,0.1698098918354824
G,0.20890131945825352
L,0.1151996113964332
E,0.09301812186277164
E,0.11364732182720111
G,0.19347420310232238
G,0.20890131945825352
E,0.006458074045468276
G,0.20890131945825352
E,-0.04847113792308577
E,-0.13023528402222717
G,0.20029827196704186
E,0.07062631025400834
E,0.1288232645456578
G,-0.03218700562074617
E,-0.11282665162884054
G,0.20029827196704186
G,0.20890131945825352
G,0.19347420310232238
G,0.14676722303444445
E,-0.11005360000199782
G,-0.03218700562074617
G,0.20890131945825352
G,0.19347420310232238
E,-0.19971315760965525
L,0.19299348931256494
E,-0.18270369566975408
G,0.07933102288051763
G,-0.10159340202287126
E,-0.19964475548683358
G,0.08531239423220227
E,0.0678981123105466
E,0.19900792777156795
G,-0.022754825436013593
L,-0.12622938472990064
G,-0.014777732559807633
G,0.1969261525703423
L,-0.14411950594804912
E,0.1288232645456578
L,0.11594365491611558
G,0.20890131945825352
E,0.006458074045468276
E,0.19347420310232238
E,-0.14572636737886935
G,0.19347420310232238
G,0.19347420310232238
G,0.0318050098403273
G,0.14676722303444445
G,0.20890131945825352
E,-0.009118397346392748
E,-0.06690415522206805
G,0.19347420310232238
G,0.20890131945825352
G,0.018009603735004154
L,0.1151996113964332
G,0.19046546716595625
G,0.19347420310232238
E,-0.12984651799573732
G,-0.022754825436013593
G,0.20890131945825352
E,-0.11282665162884054
G,0.1779335119829264
E,0.20890131945825352
G,0.026570012824259748
G,0.0318050098403273
G,0.07953451959234775
L,-0.14384239324344883
E,-0.14250188588129398
L,0.19918691341927103
E,-0.08408179740928312
G,0.20890131945825352
E,-0.03298587376429407
E,-0.05206542324685204
G,0.18262990612257107
E,-0.1481046567611075
E,-0.09902939605460004
G,0.028593351780961562
E,-0.19723004517412157
G,0.20890131945825352
G,0.007551665795031082
L,0.11452378697235333
E,0.0972537930530758
G,0.20890131945825352
G,-0.0010671409786375818
G,0.1969261525703423
L,-0.14384239324344883
G,-0.09539524430256996
E,-0.1092690622602509
G,0.09956264698939576
E,-0.0863859349842071
E,-0.04850521965016297
G,0.20890131945825352
E,-0.04644722083493047
G,0.03091696832161628
E,0.07062631025400834
G,0.1969261525703423
G,-0.05479308473668543
E,0.0972537930530758
E,0.07062631025400834
E,0.07269014705576204
G,0.19754170914787905
E,-0.011645034533580678
G,-0.057913892615944484
G,0.19347420310232238
G,0.0775873638676789
G,0.14404833690198804
G,0.19347420310232238
E,-0.10579149958465817
E,-0.09037449017289834
G,0.0775873638676789
G,0.20890131945825352
E,-0.16957915373520327
G,0.20890131945825352
E,-0.1092690622602509
E,-0.08476894280237335
G,0.1969261525703423
G,0.18337601483926247
L,0.0532580289043435
L,0.1151996113964332
E,-0.21467046978112947
G,0.19347420310232238
G,0.20890131945825352
G,-0.09539524430256996
E,-0.04850521965016297
G,0.14999078649972714
G,0.09956264698939576
G,-0.014777732559807633
L,0.19918691341927103
G,0.19347420310232238
E,0.0972537930530758
G,0.18182214938817842
L,0.11476999154577588
G,0.20890131945825352
E,-0.1841805241862532
G,0.18337601483926247
E,0.10072055858908507
G,0.19347420310232238
G,0.018009603735004154
G,0.19347420310232238
G,-0.0010671409786375818
E,0.1288232645456578
E,0.0678981123105466
E,0.0678981123105466
G,0.20890131945825352
G,0.20890131945825352
G,0.03091696832161628
E,0.10072055858908507
L,0.19299348931256494
E,0.20002688898105375
G,0.19347420310232238
E,-0.14077527347782504
G,0.20029827196704186
G,0.008859956709209804
G,0.14404833690198804
G,0.20890131945825352
E,-0.13522895506176447
L,0.19918691341927103
G,0.18262990612257107
G,0.19347420310232238
G,0.20890131945825352
G,0.19347420310232238
L,0.17252597479754928
G,0.20890131945825352
G,-0.03659046569105728
G,0.20029827196704186
E,-0.08028495347731013
E,-0.16775086652277016
E,-0.1906033087337362
G,0.18337601483926247
E,-0.14915028825398569
G,0.19863208708334695
E,-0.11317556702521225
E,-0.1184720505019643
E,-0.06306049411149062
E,-0.21461647576280696
E,-0.03298587376429407
E,-0.04860625347762115
G,0.1779335119829264
G,0.19347420310232238
E,0.006458074045468276
E,-0.08476894280237335
E,-0.09037449017289834
G,0.018009603735004154
E,-0.04847113792308577
E,0.19739000342537416
E,0.19900792777156795
G,0.07933102288051763
G,0.09956264698939576
G,0.037629801082090686
G,0.14820675117707544
E,-0.10046138062158094
G,0.19347420310232238
G,0.18262990612257107
E,-0.23498807680467082
G,0.20890131945825352
L,0.1151996113964332
G,0.052594966615902905
E,-0.20478269942741412
G,0.20890131945825352
G,0.20890131945825352
E,-0.17319825497864028
E,-0.1314720993653249
G,0.1698098918354824
G,0.19347420310232238
G,0.19347420310232238
E,-0.10863816867720466
G,0.19347420310232238
L,-0.053288950257849965
E,0.10598859908958486
G,0.20890131945825352
G,0.20890131945825352
E,-0.08476894280237335
G,0.18262990612257107
G,0.19863208708334695
E,-0.11362606683032339
E,0.19347420310232238
G,0.20890131945825352
E,0.09301812186277164
E,0.19915679490249372
G,0.19347420310232238
E,-0.0863859349842071
E,-0.17196596229122274
G,0.20890131945825352
E,-0.1524793378718331
E,0.20890131945825352
G,0.20029827196704186
G,0.20890131945825352
G,0.14404833690198804
E,0.17288699912858901
E,0.0972537930530758
G,0.002574997679676172
G,-0.022754825436013593
G,0.19347420310232238
E,0.19347420310232238
G,0.20890131945825352
E,-0.06606325231889287
G,-0.23615423982813066
G,0.19347420310232238
G,0.19347420310232238
G,0.008859956709209804
G,0.19347420310232238
E,-0.057834871697933776
G,0.19347420310232238
E,-0.10759003957392876
G,0.14676722303444445
G,0.08516671017169503
L,-0.007073232747103253
L,-0.14384239324344883
G,0.0775873638676789
G,0.19347420310232238
E,-0.21597335299594012
G,-0.04527704286199297
G,0.19754170914787905
G,0.19347420310232238
E,-0.0682772912436217
G,0.18262990612257107
G,0.20890131945825352
G,0.19347420310232238
L,-0.058591815505496525
G,0.1779335119829264
G,0.20890131945825352
G,0.1969261525703423
G,0.19347420310232238
E,-0.08254294652599703
E,0.19739000342537416
G,0.20029827196704186
G,0.19347420310232238
G,0.017903463243223672
E,-0.12020588226345186
L,0.19918691341927103
G,0.086372669730715
E,0.0678981123105466
E,-0.1524793378718331
L,-0.14411950594804912
E,-0.16957915373520327
G,0.09827123501335022
G,-0.04227006725539717
E,-0.19383914666891944
G,0.14676722303444445
E,-0.15978080634994984
G,0.08516671017169503
E,0.0678981123105466
G,0.14999078649972714
L,0.17252597479754928
G,0.14404833690198804
E,0.07062631025400834
G,0.20890131945825352
E,0.09301812186277164
G,0.19347420310232238
E,-0.04644722083493047
E,-0.19494342075790128
L,0.19918691341927103
E,-0.1314720993653249
E,0.17288699912858901
G,0.09827123501335022
G,0.19347420310232238
E,0.19347420310232238
G,0.19347420310232238
L,-0.05967794433368767
G,0.19347420310232238
E,-0.11370100521887816
G,0.018009603735004154
L,0.19299348931256494
E,-0.09055306115068251
E,-0.20584223574051352
E,0.11364732182720111
E,0.07473715597607922
E,-0.16423526470362382
E,0.19915679490249372
L,0.19918691341927103
L,0.19918691341927103
G,-0.0010671409786375818
G,0.19347420310232238
E,-0.11282665162884054
E,-0.04847113792308577
E,0.006458074045468276
L,0.11452378697235333
G,0.20890131945825352
G,0.20890131945825352
G,0.20890131945825352
G,0.20890131945825352
E,0.19900792777156795
G,0.19347420310232238
G,0.09580913453309842
E,-0.11430662981116457
L,-0.14336976180306737
E,-0.04850521965016297
G,-0.062255512933615975
G,0.09956264698939576
E,-0.17260889848712935
G,0.14999078649972714
G,0.20890131945825352
E,-0.12582609313460935
G,0.08480818892175707
G,0.20890131945825352
G,0.08480818892175707
G,0.18337601483926247
E,-0.07420529942502563
E,0.10072055858908507
L,-0.14384239324344883
E,-0.2041931032919163
G,0.20890131945825352
E,-0.10579149958465817
G,-0.002709519739649169
G,0.19347420310232238
E,-0.1479603384286059
G,0.19347420310232238
E,0.1284593340144129
L,-0.007073232747103253
G,0.19347420310232238
G,0.19347420310232238
E,-0.19597790776538881
G,0.037629801082090686
G,0.19347420310232238
E,0.19900792777156795
G,-0.10894110938030444
E,-0.10676563576191422
E,0.17288699912858901
G,0.19347420310232238
G,0.19863208708334695
G,0.16197651079999636
G,0.20890131945825352
G,0.09956264698939576
L,-0.05973894367232779
L,0.11452378697235333
L,-0.1549097278545234
G,0.09580913453309842
G,-0.022754825436013593
G,0.20890131945825352
E,-0.03298587376429407
E,0.07062631025400834
E,-0.11204752252738104
G,0.19347420310232238
G,0.1969261525703423
E,-0.23498807680467082
E,-0.10582446890557495
G,0.037629801082090686
G,0.20890131945825352
E,-0.1942279283950874
E,-0.03298587376429407
G,0.19347420310232238
G,0.14820675117707544
L,0.17252597479754928
G,0.14999078649972714
G,0.20890131945825352
G,-0.03191158015709339
L,-0.1549097278545234
E,-0.192910715044615
G,0.20029827196704186
E,0.19347420310232238
E,-0.03298587376429407
G,0.018009603735004154
E,-0.1092690622602509
E,-0.07247413540061498
G,0.20890131945825352
G,0.07993212351111711
G,0.19754170914787905
E,-0.1314720993653249
G,0.19347420310232238
G,0.09827123501335022
G,0.007551665795031082
G,0.20890131945825352
G,0.19347420310232238
L,0.11594365491611558
G,0.007551665795031082
L,-0.12108463136193082
G,0.14999078649972714
G,0.18262990612257107
G,0.1969261525703423
G,0.19347420310232238
E,0.20890131945825352
G,0.20890131945825352
E,0.17288699912858901
E,0.19347420310232238
L,0.0532580289043435
E,-0.23147549813233947
E,0.19852379233000622
G,0.07953451959234775
G,0.19347420310232238
E,-0.08476894280237335
E,-0.1524793378718331
E,-0.1059851462886835
G,0.08516671017169503
E,0.20890131945825352
E,0.19347420310232238
G,0.03091696832161628
G,0.20890131945825352
G,0.08480818892175707
E,-0.1092690622602509
E,0.0972537930530758
G,0.07993212351111711
E,0.1284593340144129
E,0.09301812186277164
L,0.0532580289043435
E,-0.1314720993653249
E,-0.1295897257404489
E,0.19347420310232238
E,-0.21623419419717682
L,0.11452378697235333
L,-0.03360585483797762
G,-0.026990743065364198
G,0.037629801082090686
E,-0.20478269942741412
E,-0.1579258744173847
E,-0.17319825497864028
E,-0.12767666891484253
G,0.20890131945825352
G,0.08480818892175707
G,-0.09539524430256996
E,-0.20478269942741412
E,-0.16028578011415429
L,0.19299348931256494
E,-0.11282665162884054
G,0.19347420310232238
E,-0.11664180613370889
E,0.11364732182720111
E,0.19852379233000622
G,0.20029827196704186
G,0.18337601483926247
G,-0.10159340202287126
E,0.006458074045468276
G,0.20890131945825352
G,0.20890131945825352
E,0.11364732182720111
E,-0.12441159561315596
E,-0.11435144493965388
G,0.19347420310232238
E,-0.03298587376429407
G,0.19347420310232238
G,0.19347420310232238
G,0.19863208708334695
E,-0.09839881205128465
E,-0.16981135122152735
E,-0.11282665162884054
G,0.18337601483926247
G,0.037629801082090686
E,-0.10670691192906634
E,-0.16957915373520327
E,0.09113039013206592
G,0.18337601483926247
G,0.017903463243223672
G,0.20890131945825352
L,0.11452378697235333
E,0.10072055858908507
E,-0.10863816867720466
G,0.19347420310232238
G,0.1969261525703423
L,0.11452378697235333
E,-0.03298587376429407
G,0.19347420310232238
G,0.1698098918354824
E,0.11364732182720111
E,-0.08476894280237335
G,0.19347420310232238
L,-0.05939266452915226
E,-0.23886492326852482
G,0.20890131945825352
G,0.20890131945825352
E,0.17288699912858901
E,-0.04850521965016297
E,0.09301812186277164
G,0.0775873638676789
G,0.028593351780961562
G,-0.03248410659242751
G,0.025001870122677294
L,0.19918691341927103
G,0.18337601483926247
G,0.19347420310232238
G,0.20890131945825352
E,-0.1925736710610858
E,-0.1853814827517164
G,-0.022754825436013593
G,0.20029827196704186
E,-0.08408179740928312
E,0.07062631025400834
G,0.19863208708334695
G,0.20890131945825352
G,0.19863208708334695
G,0.20029827196704186
L,0.11476999154577588
G,0.1779335119829264
G,0.19347420310232238
E,-0.192910715044615
E,-0.12575776901253632
G,0.19347420310232238
G,0.20890131945825352
E,-0.04946592182838894
E,-0.03298587376429407
L,0.11452378697235333
L,-0.007073232747103253
E,-0.04850521965016297
G,0.20890131945825352
E,-0.19656649198921716
L,0.04356461842012671
G,0.19046546716595625
E,-0.07204427990488904
L,0.11452378697235333
G,0.09956264698939576
E,-0.07276074941914301
E,0.19900792777156795
G,0.19347420310232238
G,0.007551665795031082
G,0.19347420310232238
L,-0.14336976180306737
G,0.19347420310232238
E,-0.04860625347762115
G,0.19347420310232238
E,-0.04860625347762115
L,0.11476999154577588
L,0.19918691341927103
E,0.19739000342537416
G,-0.022754825436013593
E,0.19347420310232238
E,-0.12880594235658216
G,-0.01488130281539135
G,0.1969261525703423
E,-0.1555827575266352
G,0.09580913453309842
E,0.0678981123105466
E,-0.12714083879820293
E,-0.08102659958851455
G,0.037629801082090686
G,0.20029827196704186
L,0.19918691341927103
E,-0.1524793378718331
E,0.17288699912858901
G,0.19347420310232238
G,0.1698098918354824
E,-0.04850521965016297
E,-0.09902939605460004
E,-0.1611888952864421
G,0.08516671017169503
G,0.19347420310232238
G,-0.0371495670630938
E,-0.17407289308438256
E,0.1288232645456578
E,-0.17101941960475875
G,0.19347420310232238
G,0.19754170914787905
G,0.20029827196704186
L,-0.007073232747103253
E,-0.1924048958776462
G,0.20890131945825352
G,0.19754170914787905
G,0.20890131945825352
L,0.19918691341927103
E,0.10598859908958486
G,0.19754170914787905
E,-0.1720024424555956
E,0.09301812186277164
G,0.19347420310232238
G,0.19347420310232238
E,0.19915679490249372
E,-0.14250188588129398
G,0.19347420310232238
G,0.08480818892175707
G,0.14999078649972714
E,-0.04847113792308577
G,0.20890131945825352
E,-0.1223709096193637
E,-0.0725126578305153
E,0.11364732182720111
E,-0.1370962726544297
G,0.20890131945825352
G,0.20890131945825352
G,0.19754170914787905
E,-0.2003427164232906
L,-0.12078349915793596
G,0.07933102288051763
E,-0.17274058302958128
G,-0.014777732559807633
G,0.19347420310232238
E,-0.23731858939121786
G,-0.014777732559807633
E,-0.2299359339153415
G,0.14999078649972714
E,-0.16957915373520327
G,-0.24256334098166188
G,0.19347420310232238
E,0.19739000342537416
G,0.14676722303444445
G,0.1698098918354824
E,-0.16775086652277016
E,0.09113039013206592
G,0.20890131945825352
E,0.09113039013206592
G,-0.005161763530548313
E,-0.10825271606719333
E,0.09301812186277164
L,-0.06873525031017247
G,0.19347420310232238
G,-0.09539524430256996
G,0.19347420310232238
G,0.0318050098403273
G,0.19347420310232238
E,-0.076321723391655
E,0.09301812186277164
G,0.18262990612257107
G,0.1779335119829264
E,-0.15630422564060198
E,-0.12902931217387958
E,0.19347420310232238
E,-0.19984034511272164
G,0.20890131945825352
G,0.18337601483926247
E,0.20002688898105375
G,-0.10159340202287126
G,0.19347420310232238
G,0.19347420310232238
L,0.0532580289043435
E,-0.17319825497864028
G,0.20890131945825352
G,0.20890131945825352
G,0.19347420310232238
E,-0.11596057017628547
E,-0.10756316549106659
G,0.19347420310232238
G,0.1779335119829264
G,0.16197651079999636
E,-0.08210139975969388
E,0.041287108807006034
G,0.08516671017169503
E,-0.19136033652758488
G,0.14676722303444445
L,0.11452378697235333
G,-0.23663413040002323
G,0.20890131945825352
G,0.18182214938817842
G,0.20890131945825352
G,0.14404833690198804
L,0.04356461842012671
G,0.03091696832161628
L,-0.05261913769049087
G,0.19347420310232238
L,-0.007073232747103253
G,0.0318050098403273
G,0.20890131945825352
G,-0.09539524430256996
L,-0.14384239324344883
E,0.20002688898105375
E,0.19915679490249372
G,0.20890131945825352
E,-0.08921386582408897
G,0.19347420310232238
G,0.19863208708334695
E,-0.24310310814925462
G,0.20029827196704186
E,-0.12575776901253632
E,-0.11430662981116457
E,0.19347420310232238
E,-0.11282665162884054
G,-0.01406340173036047
G,0.19754170914787905
E,-0.08408179740928312
G,0.20029827196704186
G,0.14820675117707544
E,-0.0725126578305153
E,0.0972537930530758
G,0.19347420310232238
G,0.19347420310232238
G,-0.0022449528685807296
G,0.09580913453309842
E,0.09113039013206592
E,0.19915679490249372
G,0.18182214938817842
G,0.19347420310232238
G,0.14676722303444445
G,0.19347420310232238
G,0.005546674080550429
E,-0.10654986777523967
G,0.19347420310232238
G,0.07494150606080369
E,-0.04847113792308577
G,0.18337601483926247
G,0.19347420310232238
G,0.0318050098403273
L,-0.1549097278545234
E,0.19900792777156795
G,0.19347420310232238
G,-0.15429739769592554
E,0.09301812186277164
E,0.0972537930530758
G,0.1779335119829264
G,0.19347420310232238
E,0.20890131945825352
E,-0.10654986777523967
G,0.017903463243223672
L,0.17252597479754928
E,-0.10654986777523967
E,-0.2090792730955925
E,-0.11328229357040931
G,0.1779335119829264
G,0.20890131945825352
E,0.09113039013206592
E,0.19915679490249372
E,0.0678981123105466
E,-0.11282665162884054
E,-0.195925225160287
G,0.19347420310232238
E,-0.04850521965016297
G,0.19863208708334695
E,-0.1524793378718331
G,0.19347420310232238
E,0.1284593340144129
E,0.20890131945825352
G,-0.022713397809220215
E,-0.12783342714042567
G,0.037629801082090686
E,-0.2312095017742959
E,0.11364732182720111
E,-0.04644722083493047
E,-0.1524793378718331
E,-0.23812305163051406
G,0.07494150606080369
G,-0.0010671409786375818
G,0.1969261525703423
E,-0.19366869403837006
L,-0.007073232747103253
E,-0.2009381449872215
G,0.09956264698939576
G,0.19863208708334695
E,-0.18513107704642517
G,0.07494150606080369
G,0.20029827196704186
E,-0.23731858939121786
E,-0.12902931217387958
G,0.19347420310232238
E,0.10598859908958486
L,0.04356461842012671
L,-0.03425599139377955
G,0.20890131945825352
G,0.19754170914787905
E,-0.08501368043881408
G,0.028593351780961562
G,-0.06933501336652159
E,-0.21722426487229618
G,0.20890131945825352
E,-0.0764354813626158
G,0.19347420310232238
E,-0.12720930174261424
L,0.0532580289043435
E,0.09301812186277164
E,-0.05016006308756482
L,0.17252597479754928
G,0.028593351780961562
G,0.19347420310232238
G,0.20890131945825352
E,0.07062631025400834
G,0.19347420310232238
G,0.07494150606080369
G,0.20890131945825352
G,0.20890131945825352
G,0.20029827196704186
G,0.09827123501335022
G,0.19347420310232238
L,-0.05755491276511149
G,0.1698098918354824
G,0.19347420310232238
G,0.09827123501335022
E,0.07062631025400834
E,-0.18983452288037117
G,0.19347420310232238
G,0.017903463243223672
E,-0.06425063121160923
E,-0.10582446890557495
G,0.09580913453309842
G,0.16744462446368813
G,0.14676722303444445
E,0.17288699912858901
E,0.10024401852938208
E,0.19739000342537416
G,0.14820675117707544
G,0.1779335119829264
L,0.19918691341927103
L,-0.14411950594804912
G,0.08480818892175707
E,0.07062631025400834
G,0.0775873638676789
E,0.09113039013206592
G,0.09827123501335022
G,0.20029827196704186
G,0.19347420310232238
E,-0.10622337603879262
G,0.20029827196704186
G,0.14999078649972714
E,0.0678981123105466
G,0.18262990612257107
E,-0.07556909457378513
E,-0.04850521965016297
G,0.1779335119829264
G,0.19863208708334695
G,0.07993212351111711
E,0.19347420310232238
G,0.20029827196704186
G,0.19347420310232238
G,0.1969261525703423
G,-0.20331688992430574
G,0.09956264698939576
G,0.19046546716595625
G,0.19347420310232238
E,-0.12783342714042567
G,0.19347420310232238
E,-0.11734236424584854
E,0.09301812186277164
G,0.20890131945825352
G,0.20890131945825352
G,0.20890131945825352
G,0.19347420310232238
L,0.04356461842012671
E,-0.1524793378718331
G,0.19347420310232238
G,0.00011857121984859553
E,0.19900792777156795
G,0.0001349329775672814
E,0.18930395008216971
G,0.19347420310232238
G,0.20890131945825352
E,0.18818517290983827
G,0.026570012824259748
G,0.20890131945825352
E,-0.1925736710610858
G,0.19347420310232238
E,0.19347420310232238
G,-0.16864807528045078
G,0.20890131945825352
G,0.20890131945825352
G,0.20890131945825352
G,0.20890131945825352
G,0.20029827196704186
E,0.19020923979701038
G,0.14676722303444445
E,-0.11505333036782583
G,0.19347420310232238
G,-0.014110748204808399
L,0.11594365491611558
E,-0.0863859349842071
G,0.1969261525703423
G,0.16197651079999636
E,-0.1092690622602509
L,0.04356461842012671
E,-0.09037449017289834
G,0.018009603735004154
E,-0.23498807680467082
G,0.20890131945825352
G,0.1646424415258403
G,0.19863208708334695
G,0.14676722303444445
G,0.14676722303444445
G,0.19347420310232238
E,0.0972537930530758
