family,file_read,file_created,regkey_written,regkey_read,apistats,command_line,directory_enumerated,dll_loaded,tree_command_line,arguments,urls,proc_pid
G,0,0,0,0,0,0,0,0,0,0,5,6
G,0,0,0,0,0,0,0,0,0,0,9,4
G,0,0,0,0,0,0,0,0,0,0,27,8
G,0,0,0,0,0,0,0,0,0,0,9,4
G,0,0,0,0,0,0,0,0,0,0,2,3
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,9,1
G,0,0,0,0,0,0,0,0,0,0,26,4
G,0,0,0,0,0,0,0,0,0,0,4,5
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,119,0,0,0,1,8,4
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,22,8
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,3,2
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,10,3
G,0,0,0,0,0,0,0,0,0,0,30,5
G,0,0,0,0,0,222,0,0,0,2,7,9
G,0,0,0,0,0,0,0,0,0,0,2,3
G,3,0,0,0,0,81,0,0,0,1,7,7
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,4
G,0,0,0,0,0,0,0,0,0,0,28,4
G,0,0,0,0,0,119,0,0,0,1,4,1
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,19,3
G,0,0,0,0,0,0,0,0,0,0,1,4
G,0,0,0,0,0,0,0,0,0,0,18,3
G,0,0,0,0,0,0,0,0,0,0,5,7
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,2113,0,0,0,50,3,7
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,2212,0,0,0,53,24,13
G,0,0,0,0,0,0,0,0,0,0,4,5
G,0,0,0,0,0,129,0,0,0,2,8,10
G,0,0,0,0,0,81,0,0,0,1,28,7
G,0,0,0,0,0,0,0,0,0,0,3,1
G,0,0,0,0,0,0,0,0,0,0,2,1
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,119,0,0,0,1,9,3
G,0,0,0,0,0,0,0,0,0,0,25,4
G,0,0,0,0,0,0,0,0,0,0,5,1
G,0,0,0,0,0,0,0,0,0,0,3,1
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,48,0,0,0,1,11,2
G,0,0,0,0,0,0,0,0,0,0,5,4
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,24,5
G,0,0,0,0,0,0,0,0,0,0,6,8
G,0,0,0,0,0,0,0,0,0,0,4,2
G,0,0,0,0,0,147,0,0,0,2,2,2
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,10,3
G,0,0,0,0,0,0,0,0,0,0,31,3
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,10,6
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,0,0,0,0,0,10,7
G,5,0,0,0,0,99,0,0,0,1,30,7
G,0,0,0,0,0,0,0,0,0,0,12,1
G,0,0,0,0,0,81,0,0,0,1,5,12
G,0,0,0,0,0,0,0,0,0,0,3,2
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,7,3
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,20,3
G,0,0,0,0,0,0,0,0,0,0,7,4
G,0,0,0,0,0,0,0,0,0,0,3,3
G,0,0,0,0,0,0,0,0,0,0,5,4
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,25,2
G,0,0,0,0,0,0,0,0,0,0,8,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,4,3
G,0,0,0,0,0,0,0,0,0,0,12,2
G,0,0,0,0,0,395,0,0,0,9,4,2
G,0,0,0,0,0,0,0,0,0,0,27,2
G,0,0,0,0,0,81,0,0,0,1,5,4
G,0,0,0,0,0,0,0,0,0,0,24,7
G,0,0,0,0,0,0,0,0,0,0,14,2
G,0,0,0,0,0,0,0,0,0,0,4,3
G,0,0,0,0,0,0,0,0,0,0,4,1
G,1,0,0,0,0,5912,0,0,0,127,37,11
G,0,0,0,0,0,3801,0,0,0,85,50,9
G,0,0,0,0,0,4313,0,0,0,92,106,16
G,0,0,0,0,0,799,0,0,0,18,12,1
G,0,0,0,0,0,0,0,0,0,0,24,2
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,5,3
G,0,0,0,0,0,1599,0,0,0,36,23,2
G,0,0,0,0,0,799,0,0,0,18,10,4
G,0,0,0,0,0,81,0,0,0,1,10,2
G,0,0,0,0,0,0,0,0,0,0,2,2
G,0,0,0,0,0,3220,0,0,0,73,33,11
G,0,0,0,0,0,0,0,0,0,0,28,7
G,0,0,0,0,0,0,0,0,0,0,2,1
G,0,0,0,0,0,800,0,0,0,18,17,2
G,0,0,0,0,0,800,0,0,0,18,14,5
G,0,0,0,0,0,0,0,0,0,0,7,5
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,2403,0,0,0,54,21,6
G,0,0,0,0,0,0,0,0,0,0,33,5
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,5,1
G,0,0,0,0,0,0,0,0,0,0,13,0
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,7,4
G,0,0,0,0,0,0,0,0,0,0,23,4
G,0,0,0,0,0,0,0,0,0,0,8,3
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,5,3
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,7,1
G,3,0,0,0,0,3007,0,0,0,67,14,7
G,0,0,0,0,0,4000,0,0,0,90,62,8
G,0,0,0,0,0,0,0,0,0,0,3,3
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,15,4
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,81,0,0,0,1,6,8
G,0,0,0,0,0,81,0,0,0,1,15,3
G,0,0,0,0,0,0,0,0,0,0,4,2
G,0,0,0,0,0,81,0,0,0,1,30,3
G,0,0,0,0,0,0,0,0,0,0,9,1
G,0,0,0,0,0,395,0,0,0,9,5,3
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,5,2
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,0,0,0,0,0,26,1
G,0,0,0,0,0,81,0,0,0,1,11,2
G,0,0,0,0,0,0,0,0,0,0,2,1
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,81,0,0,0,1,10,2
G,0,0,0,0,0,0,0,0,0,0,12,1
G,0,0,0,0,0,0,0,0,0,0,9,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,2,1
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,2
G,0,0,0,0,0,0,0,0,0,0,35,12
G,5,0,0,0,0,0,0,0,0,0,32,1
G,0,0,0,0,0,0,0,0,0,0,7,7
G,0,0,0,0,0,0,0,0,0,0,7,4
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,81,0,0,0,1,22,3
G,0,0,0,0,0,0,0,0,0,0,5,2
G,0,0,0,0,0,0,0,0,0,0,7,3
G,0,0,0,0,0,0,0,0,0,0,7,3
G,0,0,0,0,0,48,0,0,0,1,5,4
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,5,2
G,0,0,0,0,0,0,0,0,0,0,4,6
G,0,0,0,0,0,0,0,0,0,0,26,2
G,0,0,0,0,0,0,0,0,0,0,5,2
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,81,0,0,0,1,3,6
G,0,0,0,0,0,0,0,0,0,0,7,7
G,0,0,0,0,0,100,0,0,0,3,25,5
G,0,0,0,0,0,81,0,0,0,1,8,4
G,0,0,0,0,0,0,0,0,0,0,27,5
G,0,0,0,0,0,0,0,0,0,0,1,1
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,2,1
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,3,0
G,0,0,0,0,0,0,0,0,0,0,20,2
G,0,0,0,0,0,0,0,0,0,0,7,2
G,0,0,0,0,0,0,0,0,0,0,7,2
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,8,6
G,0,0,0,0,0,0,0,0,0,0,22,5
G,0,0,0,0,0,99,0,0,0,1,0,6
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,5,1
G,0,0,0,0,0,0,0,0,0,0,3,8
G,0,0,0,0,0,0,0,0,0,0,3,2
G,0,0,0,0,0,50,0,0,0,1,11,3
G,0,0,0,0,0,0,0,0,0,0,12,1
G,0,0,0,0,0,0,0,0,0,0,34,3
G,0,0,0,0,0,0,0,0,0,0,6,1
G,0,0,0,0,0,0,0,0,0,0,7,3
G,0,0,0,0,0,0,0,0,0,0,4,2
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,11,0
G,0,0,0,0,0,0,0,0,0,0,1,1
G,0,0,0,0,0,81,0,0,0,1,20,1
G,0,0,0,0,0,0,0,0,0,0,10,5
G,0,0,0,0,0,0,0,0,0,0,2,0
G,0,0,0,0,0,0,0,0,0,0,7,5
G,0,0,0,0,0,0,0,0,0,0,0,3
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,6,6
G,0,0,0,0,0,0,0,0,0,0,19,1
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,4,3
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,48,0,0,0,1,7,5
G,0,0,0,0,0,0,0,0,0,0,10,0
G,0,0,0,0,0,0,0,0,0,0,11,3
G,0,0,0,0,0,50,0,0,0,1,35,4
G,3,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,9,0
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,5,3
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,81,0,0,0,1,24,3
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,6,5
G,0,0,0,0,0,99,0,0,0,1,5,3
G,0,0,0,0,0,48,0,0,0,1,4,3
G,0,0,0,0,0,0,0,0,0,0,5,2
G,0,0,0,0,0,0,0,0,0,0,8,3
G,0,0,0,0,0,0,0,0,0,0,24,4
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,1,1
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,1,0
G,0,0,0,0,0,0,0,0,0,0,7,1
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,10,2
G,5,0,0,0,0,81,0,0,0,1,49,4
G,0,0,0,0,0,0,0,0,0,0,8,0
G,0,0,0,0,0,0,0,0,0,0,3,6
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,8,2
G,0,0,0,0,0,0,0,0,0,0,7,0
G,0,0,0,0,0,0,0,0,0,0,10,0
G,0,0,0,0,0,81,0,0,0,1,11,4
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,5,3
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,4,0
G,0,0,0,0,0,0,0,0,0,0,28,5
G,0,0,0,0,0,0,0,0,0,0,5,0
G,0,0,0,0,0,0,0,0,0,0,5,7
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,4,1
G,0,0,0,0,0,0,0,0,0,0,5,1
G,0,0,0,0,0,81,0,0,0,1,11,4
G,0,0,0,0,0,0,0,0,0,0,15,2
G,0,0,0,0,0,81,0,0,0,1,23,7
G,0,0,0,0,0,81,0,0,0,1,13,3
G,0,0,0,0,0,395,0,0,0,9,4,1
G,0,0,0,0,0,0,0,0,0,0,4,2
G,0,0,0,0,0,0,0,0,0,0,6,0
G,0,0,0,0,0,0,0,0,0,0,1,2
G,0,0,0,0,0,0,0,0,0,0,5,4
G,0,0,0,0,0,2659,0,0,0,57,9,6
G,0,0,0,0,0,1198,0,0,0,26,107,14
G,0,0,0,0,0,1197,0,0,0,26,53,10
G,0,0,0,0,0,1085,0,0,0,26,38,11
G,0,0,0,0,0,2189,0,0,0,51,17,13
G,0,0,0,0,0,476,0,0,0,10,3,12
G,0,0,0,0,0,0,0,0,0,0,5,10
G,0,0,0,0,0,332,0,0,0,12,3,10
G,0,0,0,0,0,1183,0,0,0,29,33,12
G,0,0,0,0,0,81,0,0,0,1,19,12
G,0,0,0,0,0,0,0,0,0,0,3,12
G,0,0,0,0,0,0,0,0,0,0,6,11
G,0,0,0,0,0,1835,0,0,0,42,59,15
G,0,0,0,0,0,395,0,0,0,9,0,6
G,17,0,0,0,0,1923,0,0,0,59,140,20
G,0,0,0,0,0,81,0,0,0,1,39,9
G,0,0,0,0,0,0,0,0,0,0,74,10
G,2,0,0,0,0,0,0,0,0,0,35,10
G,4,0,0,0,0,393,0,0,0,9,62,11
G,7,0,0,0,0,200,0,0,0,2,60,10
G,0,0,0,0,0,0,0,0,0,0,31,6
G,2,0,0,0,0,1705,0,0,0,33,35,12
G,0,0,0,0,0,162,0,0,0,2,41,6
G,12,0,0,0,0,411,0,0,0,11,95,12
G,0,0,0,0,0,48,0,0,0,1,47,13
G,0,0,0,0,0,0,0,0,0,0,28,6
G,0,0,0,0,0,81,0,0,0,1,38,11
G,0,0,0,0,0,81,0,0,0,1,33,11
G,0,0,0,0,0,0,0,0,0,0,46,11
G,0,0,0,0,0,81,0,0,0,1,39,11
G,0,0,0,0,0,0,0,0,0,0,40,11
G,0,0,0,0,0,162,0,0,0,2,53,12
G,0,0,0,0,0,81,0,0,0,1,46,13
G,0,0,0,0,0,48,0,0,0,1,36,13
G,0,0,0,0,0,81,0,0,0,1,40,11
G,0,0,0,0,0,476,0,0,0,10,38,9
G,0,0,0,0,0,3131,0,0,0,74,70,13
G,0,0,0,0,0,1600,0,0,0,40,71,12
G,0,0,0,0,0,180,0,0,0,2,39,12
G,0,0,0,0,0,162,0,0,0,2,63,12
G,0,0,0,0,0,2188,0,0,0,51,34,11
G,0,0,0,0,0,119,0,0,0,1,39,12
G,0,0,0,0,0,0,0,0,0,0,36,10
G,0,0,0,0,0,0,0,0,0,0,42,9
G,0,0,0,0,0,81,0,0,0,1,45,8
G,0,0,0,0,0,1117,0,0,0,25,55,8
G,0,0,0,0,0,0,0,0,0,0,33,8
G,0,0,0,0,0,0,0,0,0,0,39,13
G,0,0,0,0,0,0,0,0,0,0,37,9
G,0,0,0,0,0,0,0,0,0,0,48,9
G,0,0,0,0,0,238,0,0,0,6,43,11
G,0,0,0,0,0,0,0,0,0,0,36,10
G,0,0,0,0,0,0,0,0,0,0,35,9
G,0,0,0,0,0,81,0,0,0,1,38,11
G,0,0,0,0,0,162,0,0,0,2,37,11
G,0,0,0,0,0,81,0,0,0,1,37,10
G,0,0,0,0,0,0,0,0,0,0,33,10
G,0,0,0,0,0,81,0,0,0,1,50,10
G,0,0,0,0,0,48,0,0,0,1,37,15
G,0,0,0,0,0,114,0,0,0,1,46,10
G,0,0,0,0,0,0,0,0,0,0,36,8
G,0,0,0,0,0,0,0,0,0,0,39,10
G,0,0,0,0,0,162,0,0,0,2,47,16
G,0,0,0,0,0,0,0,0,0,0,47,10
G,0,0,0,0,0,238,0,0,0,6,64,14
G,0,0,0,0,0,324,0,0,0,4,73,13
G,0,0,0,0,0,162,0,0,0,2,80,20
G,0,0,0,0,0,324,0,0,0,4,78,13
G,0,0,0,0,0,0,0,0,0,0,42,8
G,0,0,0,0,0,162,0,0,0,2,44,9
G,0,0,0,0,0,281,0,0,0,3,50,11
G,0,0,0,0,0,162,0,0,0,2,53,12
G,0,0,0,0,0,212,0,0,0,4,46,4
